id,scene,caption
56551,Office,Hold the handle and tip of the kitchen knife with both hands and chop the coriander quickly
56552,Office,Hold the handle and tip of the kitchen knife with both hands and chop the chili peppers quickly
56553,Office,Hold the handle and tip of the kitchen knife with both hands and chop the chili peppers quickly
56554,Office,Hold the handle and tip of the kitchen knife with both hands and chop the chili peppers quickly
56555,Office,Hold the handle and tip of the kitchen knife with both hands and chop the celery quickly
56556,Office,Hold the handle and tip of the kitchen knife with both hands and chop the celery quickly
56557,Office,Hold the handle and tip of the kitchen knife with both hands and chop the celery quickly
56558,Office,Hold the peeler with your left hand and rotate the apple with your right hand to peel it
56559,Office,Hold the peeler with your left hand and rotate the apple with your right hand to peel it
56560,Office,Hold the peeler with your left hand and rotate the apple with your right hand to peel it
56561,Office,Hold the peeler with your left hand and rotate the potato with your right hand to peel it
56562,Office,Hold the peeler with your left hand and rotate the potato with your right hand to peel it
56563,Office,Hold the peeler with your left hand and rotate the potato with your right hand to peel it
56564,Office,Hold the peeler with your left hand and rotate the carrot with your right hand to peel it
56565,Office,Hold the peeler with your left hand and rotate the carrot with your right hand to peel it
56566,Office,Hold the peeler with your left hand and rotate the carrot with your right hand to peel it
56567,Office,Hold the peeler with your left hand and rotate the cucumber with your right hand to peel it
56568,Office,Hold the peeler with your left hand and rotate the cucumber with your right hand to peel it
56569,Office,Hold the peeler with your left hand and rotate the cucumber with your right hand to peel it
56570,Office,Hold the peeler with your left hand and rotate the pear with your right hand to peel it
56571,Office,Hold the peeler with your left hand and rotate the pear with your right hand to peel it
56572,Office,Hold the peeler with your left hand and rotate the pear with your right hand to peel it
56573,Office,Hold the peeler with your left hand and rotate the kiwi fruit with your right hand to peel it
56574,Office,Hold the peeler with your left hand and rotate the kiwi fruit with your right hand to peel it
56575,Office,Hold the peeler with your left hand and rotate the kiwi fruit with your right hand to peel it
56576,Office,Hold the peeler with your left hand and rotate the yam with your right hand to peel it
56577,Office,Hold the peeler with your left hand and rotate the yam with your right hand to peel it
56578,Office,Hold the peeler with your left hand and rotate the yam with your right hand to peel it
56579,Office,Hold the sides of the chopping board with both hands and pour the chopped Onions into the pot
56580,Office,Hold the sides of the chopping board with both hands and pour the chopped Onions into the pot
56581,Office,Hold the sides of the chopping board with both hands and pour the chopped Onions into the pot
56582,Office,Hold the sides of the cutting board with both hands and pour the sliced potatoes into the pot
56583,Office,Hold the sides of the cutting board with both hands and pour the sliced potatoes into the pot
56584,Office,Hold the sides of the cutting board with both hands and pour the sliced potatoes into the pot
56585,Office,Hold the sides of the cutting board with both hands and pour the sliced carrots into the pot
56586,Office,Hold the sides of the cutting board with both hands and pour the sliced carrots into the pot
56587,Office,Hold the sides of the cutting board with both hands and pour the sliced carrots into the pot
56588,Office,Hold the sides of the chopping board with both hands and pour the sliced green peppers into the pot
56589,Office,Hold the sides of the chopping board with both hands and pour the sliced green peppers into the pot
56590,Office,Hold the sides of the chopping board with both hands and pour the sliced green peppers into the pot
56591,Office,Hold the sides of the cutting board with both hands and pour the chopped garlic into the pot
56592,Office,Hold the sides of the cutting board with both hands and pour the chopped garlic into the pot
56593,Office,Hold the sides of the cutting board with both hands and pour the chopped garlic into the pot
56594,Office,Hold the sides of the chopping board with both hands and pour the shredded ginger into the pot
56595,Office,Hold the sides of the chopping board with both hands and pour the shredded ginger into the pot
56596,Office,Hold the sides of the chopping board with both hands and pour the shredded ginger into the pot
56597,Office,Hold the sides of the chopping board with both hands and pour the cut tofu cubes into the pot
56598,Office,Hold the sides of the chopping board with both hands and pour the cut tofu cubes into the pot
56599,Office,Hold the sides of the chopping board with both hands and pour the cut tofu cubes into the pot
56600,Office,"Hold the ice cream spoon with both hands, scoop out the ice cream balls and put them in the glass bowl"
56601,Office,"Hold the ice cream spoon with both hands, scoop out the ice cream balls and put them in the glass bowl"
56602,Office,"Hold the ice cream spoon with both hands, scoop out the ice cream balls and put them in the glass bowl"
56619,Office,Tie the opening of the garbage bag tightly
56620,Office,Tie the opening of the garbage bag tightly
56621,Office,Tie the opening of the garbage bag tightly
56622,Office,Tie up the opening of the bread bag
56623,Office,Tie up the opening of the bread bag
56624,Office,Tie up the opening of the bread bag
56625,Office,Tie up the opening of the plastic wrap
56626,Office,Tie up the opening of the plastic wrap
56627,Office,Tie up the opening of the plastic wrap
56628,Office,Tie up the opening of the clothing storage bag
56629,Office,Tie up the opening of the clothing storage bag
56630,Office,Tie up the opening of the clothing storage bag
56631,Office,Gently scrub the plates with a sponge
56632,Office,Scrub the plate with a brush
56633,Office,Rinse the plate
56634,Office,Wipe the soup bowl with a dishcloth
56635,Office,Rinse the soup bowl
56636,Office,Rinse the soup bowl after applying detergent
56637,Office,Rinse the glass carefully
56638,Office,Gently wipe the glass with a soft cloth
56639,Office,Rinse the glass
56643,Office,Rinse the goblet
56644,Office,Gently wipe the body and base of the goblet
56645,Office,Hang the goblet to dry
56649,Office,Wipe the surface of the porcelain bowl with a soft cloth
56650,Office,"After carefully rinsing, gently dry the porcelain bowl"
56651,Office,Gently clean the porcelain bowl with a special cleaner
56658,Office,Bind documents with a stapler
56659,Office,Bind documents with a stapler
56660,Office,Bind documents with a stapler
56679,Office,Hold the pen holder with your left hand and put the pencil in your right hand
56680,Office,Hold the pen holder with your left hand and put the pencil in your right hand
56681,Office,Hold the pen holder with your left hand and put the pencil in your right hand
56682,Office,Hold the pen holder with your left hand and place the ruler in your right hand
56683,Office,Hold the pen holder with your left hand and place the ruler in your right hand
56684,Office,Hold the pen holder with your left hand and place the ruler in your right hand
56685,Office,Hold the pen holder with your left hand and put scissors in your right hand
56686,Office,Hold the pen holder with your left hand and put scissors in your right hand
56687,Office,Hold the pen holder with your left hand and put scissors in your right hand
56688,Office,Hold the pen holder with your left hand and put the utility knife in your right hand
56689,Office,Hold the pen holder with your left hand and put the utility knife in your right hand
